BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
1441,29020,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
9057,30054,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
4844,30507,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
6104,30079,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
5049,30093,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
1235,25965,1P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,1P MTR SAT 7.30-6.30PM,2P MTR SAT 6.30PM - 8.30PM,,,120,240,120,240,,,60,120,60,120,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,6,6,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,5,5,6,6,,,1P Meter,2P Meter,1P Meter,2P Meter,,
2684,25018,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
8224,25612,1P M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
6194,30081,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
8504,27879,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
6202,28230,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
4356,24691,1P RPA M-F 7:30-18:30,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P,1P,,,,
8681,27919,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
8242,25621,2P M-SUN 7:30-18:30,1P M-SUN 6:30PM-11PM,,,,,240,120,,,,,120,60,,,,,1,1,,,,,0001-01-02T04:33:52+10:05,0001-01-02T09:03:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,0,0,,,,,2P,1P,,,,
6595,30370,1/4P M-SUN 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1/4P,,,,,
1759,30450,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,1P,,,
3979,25126,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1054,26173,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,1P,,,
3952,30472,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
5266,29385,3P MTR M-F 10:00-15:00,P10 M-F 1500-1600,3P MTR M-F 19:00-20:30,3P MTR SAT 7:30-20:30,,,360,20,360,360,,,180,10,180,180,,,0,0,0,0,,,0001-01-02T01:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,1,6,,,0001-01-01T20:03:52+10:05,0001-01-02T01:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,5,6,,,3P Meter,P 10 Mins,3P Meter,3P Meter,,
8211,25590,1P M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
4911,29130,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
5519,26731,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
6115,29123,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2172,24580,LZ 30M 722 M-SAT 7:30-19:30,2P SUN 7:30-18:30,,,,,0,240,,,,,30,120,,,,,0,0,,,,,0001-01-02T05:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,Loading Zone 30M 722,2P,,,,
2682,25013,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
2648,24681,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
8689,27925,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
1195,25038,1P MTR M-F 10:00-16:00,1P MTR M-F 19:00-19:30,P MTR M-FRI 19:30-20:30,,,,120,120,0,,,,60,60,60,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,1,1,1,,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-02T05:33:52+10:05,,,,5,5,5,,,,1P Meter,1P Meter,P Meter,,,
1368,30449,1/2P MTR M-F 9:30-16:00,2P MTR 18.00-20.30 M-SA,1/2P MTR 7.30-18.00 SAT,,,,60,240,60,,,,30,120,30,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:03:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T19:33:52+10:05,0001-01-02T04:03:52+10:05,0001-01-01T17:33:52+10:05,,,,5,6,6,,,,1/2P Meter,2P Meter,1/2P Meter,,,
1497,30571,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 6:30PM-8:30PM,,,,,120,240,,,,,60,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,6,6,,,,,1P Meter,2P Meter,,,,
657,30493,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,3P Meter,3P,,,,
615,30461,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
4370,24276,4P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P,2P,,,,
4863,30503,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
4360,24273,4P TKT A M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,2P,,,,
4281,24228,2P TKT A M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Ticket A,2P,,,,
6073,30183,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2678,25012,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
2363,26226,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T19:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,5,6,6,,,,1P Meter,2P,1P Meter,,,
8239,25618,1P M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
6837,26307,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3551,29589,3P MTR M-SAT 7:30-20:30,3P MTR M-SAT 3.30PM - 8.30PM,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-02T01:33:52+10:05,,,,,6,6,,,,,3P Meter,3P Meter,,,,
8216,25595,1P M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
5262,21865,3P MTR M-F 10:00-15:00,P10 M-F 1500-1600,3P MTR M-F 19:00-20:30,3P MTR SAT 7:30-20:30,,,360,20,360,360,,,180,10,180,180,,,0,0,0,0,,,0001-01-02T01:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,1,6,,,0001-01-01T20:03:52+10:05,0001-01-02T01:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,5,6,,,3P Meter,P 10 Mins,3P Meter,3P Meter,,
5550,26736,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5370,28218,2P TKT A M-F 7:30-18:30,2P TKT A SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,Residents Permit Accepted,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Ticket A,2P Ticket A,,,,
1306,26180,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,6,6,,,,,1P Meter,2P,,,,
6069,30178,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
4839,30526,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
8688,27924,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
5264,21867,3P MTR M-F 10:00-15:00,P10 M-F 1500-1600,3P MTR M-F 19:00-20:30,3P MTR SAT 7:30-20:30,,,360,20,360,360,,,180,10,180,180,,,0,0,0,0,,,0001-01-02T01:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,1,6,,,0001-01-01T20:03:52+10:05,0001-01-02T01:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,5,6,,,3P Meter,P 10 Mins,3P Meter,3P Meter,,
6071,30180,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2248,30443,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
8416,27777,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
1051,30570,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,1P,,,
8434,27795,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
8427,27788,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
4267,24170,2P TKT A M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Ticket A,2P,,,,
6127,30216,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
658,24278,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,3P Meter,3P,,,,
4853,30528,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
6077,30187,LZ 15MINS 7.30am - 7.30pm,,,,,,0,,,,,,15,,,,,,1,,,,,,0001-01-02T05:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,Loading Zone 15M,,,,,
1431,30448,2P DIS ONLY 7.30 - 20.30,P DIS ONLY 20.30 - 23.59,,,,,0,0,,,,,120,1440,,,,,1,1,,,,,0001-01-02T06:33:52+10:05,0001-01-02T10:03:51+10:05,,,,,,,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,0,0,,,,,2P Disabled Only,Disabled Only,,,,
5544,26741,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
653,26164,3P MTR M-SAT 7:30-20:30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,3P Meter,3P,,,,
3962,26278,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
5893,25176,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4276,24226,2P TKT A M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Ticket A,2P,,,,
7913,25290,1P M-SUN 7:30AM-10PM,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
6123,30213,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
7955,25325,1P M-SUN 7:30AM-10PM,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
3717,25132,1P DIS M-SUN 7:00-18:30,,,,,,0,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:03:52+10:05,,,,,,0,,,,,,1P Disabled Only,,,,,
6068,30245,2P MTR M-SAT 7:30-19:30,2P SUN 7:30-19:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
951,30432,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,1P,,,,
7921,25281,1P M-SUN 7:30AM-10PM,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
2432,24736,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
