BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
8623,27992,4P RPA 7:30am-11pm M-SUN,,,,,,480,,,,,,240,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,4P,,,,,
8706,27833,1P RPA 7:30am-10pm M-SUN,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
8613,27982,4P RPA 7:30am-11pm M-SUN,,,,,,480,,,,,,240,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,4P,,,,,
2447,29752,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,1P,,,,
4441,24649,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1274,29782,CW TOW M-F 7:00-10:00,2P MTR M-F 10:00-16:00,CW TOW M-F 16:00-19:00,2P MTR M-F 19:00-20:30,2P MTR SAT 7:30-20:30,,0,240,0,240,240,,0,120,0,120,120,,0,0,0,0,0,,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,1,1,1,1,6,,0001-01-01T17:03:52+10:05,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,,5,5,5,5,6,,Clearway (Tow away),2P Meter,Clearway (Tow away),2P Meter,2P Meter,
6027,30042,2P DIS M-SAT 7:30-18:30,,,,,,0,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Disabled Only,,,,,
4850,30024,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
7862,23694,1P MTR M-F 9:30-16:00,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T19:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,5,5,6,,,,1P Meter,2P Meter,2P Meter,,,
8922,29812,1/2P M-F 7:30-21:00,1/2P SAT-SUN 7:30-18:30,,,,,60,60,,,,,30,30,,,,,0,0,,,,,0001-01-02T07:03:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,0,,,,,1/2P,1/2P,,,,
8928,29822,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
8755,27719,3P RPA 7:30am-6:30pm M-F,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
8963,29921,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
7061,29995,1P TKT A M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Ticket A,1P,,,,
1672,29996,P DIS ONLY 20.30 - 23.59,2P DIS 7.30 - 8.30PM,,,,,0,0,,,,,1440,120,,,,,1,1,,,,,0001-01-02T10:03:51+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-02T06:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,0,0,,,,,Disabled Only,2P Disabled Only,,,,
8719,27846,4P RPA 7:30am-6:30pm M-F,,,,,,480,,,,,,240,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,4P,,,,,
8351,29854,1P M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
3726,26295,1/4P M-F 7:30-18:30,1/4P SAT 7:30-12:30,,,,,30,30,,,,,15,15,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1/4P,1/4P,,,,
5332,28910,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
8615,27984,4P RPA 7:30am-11pm M-SUN,,,,,,480,,,,,,240,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,4P,,,,,
8535,27902,4P RPA 7:30am-11pm M-SUN,,,,,,480,,,,,,240,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,4P,,,,,
8444,27805,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8749,27713,3P RPA 7:30am-6:30pm M-F,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
8740,27867,1P RPA 7:30am-10pm M-SUN,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
8401,27762,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8482,27669,2P RPA 7:30AM-11PM M-SUN,2P RPA 1B 7:30-23:00 M-SUN,,,,,240,240,,,,,120,120,,,,,1,1,,,,,0001-01-02T09:03:52+10:05,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,1,1,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,0,0,,,,,2P Area,2P,,,,
8627,27996,4P RPA 7:30am-11pm M-SUN,,,,,,480,,,,,,240,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,4P,,,,,
8747,27874,1P RPA 7:30am-10pm M-SUN,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
8389,27750,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8378,27739,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8379,27740,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8701,27828,4P RPA 7:30am-6:30pm M-F,,,,,,480,,,,,,240,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,4P,,,,,
8388,27749,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8397,27758,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
8709,27836,4P RPA 7:30am-6:30pm M-F,,,,,,480,,,,,,240,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,4P,,,,,
8734,27861,1P RPA 7:30am-10pm M-SUN,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
8714,27841,1P RPA 7:30am-10pm M-SUN,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
8386,27747,3P RPA 7:30-18:30 M-SUN,,,,,,360,,,,,,180,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,3P,,,,,
1238,30112,1P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,1P MTR SAT 7.30-6.30PM,2P MTR SAT 6.30PM - 8.30PM,,,120,240,120,240,,,60,120,60,120,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,6,6,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,5,5,6,6,,,1P Meter,2P Meter,1P Meter,2P Meter,,
6570,30325,P 05MINS M-F 7.30AM-9.30AM,2P MTR M-F 9.30-3.00,P 05MINS M-F 3PM-4.30PM,2P MTR M-F 4.30-6.30,2P MTR SAT 7.30-18.30,,10,240,10,240,240,,5,120,5,120,120,,0,0,0,0,0,,0001-01-01T19:33:52+10:05,0001-01-02T01:03:52+10:05,0001-01-02T02:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,1,1,1,1,6,,0001-01-01T17:33:52+10:05,0001-01-01T19:33:52+10:05,0001-01-02T01:03:52+10:05,0001-01-02T02:33:52+10:05,0001-01-01T17:33:52+10:05,,5,5,5,5,6,,P 05 Min,2P Meter,P 05 Min,2P Meter,2P Meter,
6277,30658,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
1297,28185,2P DIS ONLY 7.30 - 20.30,,,,,,0,,,,,,120,,,,,,1,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P Disabled Only,,,,,
3663,26055,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3376,26082,4P RPA M-F 7:30-18:30,,,,,,480,,,,,,240,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,Residents Permit Accepted,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,4P,,,,,
4384,24980,4P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P,2P,,,,
5681,27346,2P MTR M-F 9:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T19:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1181,26008,2P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,1,1,6,0,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
6255,26105,2P DIS S-S 7:30-22:00,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T08:03:52+10:05,,,,,,,,,,,,6,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P Area,,,,,
2664,26946,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
5679,30397,2P MTR M-F 9:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T19:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5011,30539,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
1410,30416,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,1P,,,,
6562,30387,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
5767,30702,1P MTR M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Meter,1P,,,,
1419,30418,L/Zone 30MINS 7.30 - 6.30PM,,,,,,0,,,,,,30,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,All Other Times,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
5785,30747,1P MTR M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Meter,1P,,,,
5733,30729,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
5024,28959,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
8659,28028,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
1271,30437,CW TOW M-F 7:00-10:00,P10 Min 10am-4pm M-Fr,CW TOW M-F 16:00-19:00,P10 M-F 19:00-19:30,P10 SAT 7:30-19:30,,0,20,0,20,20,20,0,10,0,10,10,10,0,0,0,0,0,0,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,1,1,1,1,6,0,0001-01-01T17:03:52+10:05,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,5,5,5,5,6,0,Clearway (Tow away),P 10 Mins,Clearway (Tow away),P 10 Mins,P 10 Mins,P 10 Mins
6482,30391,3P MTR M-SAT 7.30 - 18.30,2P SUN 7:30-18:30,,,,,360,240,,,,,180,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,3P Meter,2P,,,,
1367,29259,1/2P MTR M-F 9:30-16:00,2P MTR 18.00-20.30 M-SA,1/2P MTR 7.30-18.00 SAT,,,,60,240,60,,,,30,120,30,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:03:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T19:33:52+10:05,0001-01-02T04:03:52+10:05,0001-01-01T17:33:52+10:05,,,,5,6,6,,,,1/2P Meter,2P Meter,1/2P Meter,,,
5148,21545,3P MTR M-SAT 7.30 - 18.30,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,3P Meter,3P,,,,
1411,30411,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,1P,,,,
5756,30701,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
6303,29277,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
5684,30400,2P MTR M-F 9:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T19:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1273,30438,CW TOW M-F 7:00-10:00,P10 Min 10am-4pm M-Fr,CW TOW M-F 16:00-19:00,P10 M-F 19:00-19:30,P10 SAT 7:30-19:30,,0,20,0,20,20,20,0,10,0,10,10,10,0,0,0,0,0,0,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,1,1,1,1,6,0,0001-01-01T17:03:52+10:05,0001-01-01T20:03:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,5,5,5,5,6,0,Clearway (Tow away),P 10 Mins,Clearway (Tow away),P 10 Mins,P 10 Mins,P 10 Mins
8060,25439,2P M-SUN 7:30AM-11PM,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
4016,26060,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5351,29215,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
8059,25438,2P M-SUN 7:30AM-11PM,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
1413,30413,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,1P,,,,
5745,30728,1P MTR M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Meter,1P,,,,
5758,30696,1P MTR M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Meter,1P,,,,
1417,30415,L/Zone 30MINS 7.30 - 6.30PM,,,,,,0,,,,,,30,,,,,,1,,,,,,0001-01-02T04:33:52+10:05,,,,,,All Other Times,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
4897,30516,2P MTR M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,2P Meter,,,,,
578,28533,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
